Indicator.,CountryCode,Country,Representativeness.,Representativeness name,Area covered,Date,Begin month,Begin year,End month,End year,Population,Gender,Age unit,Age from,Age to,Sample size,Indicator unit,Mean,Geo mean,Median,SD,SE,L95CI,U95CI,Deficiency cut-off,Deficiency prevalence,Insufficiency cut-off,Insufficiency prevalence,Sample collection method,Sample type,Fasting,Method of analysis,General data comments,Indicator comments,Survey methodology,Season,Old Reference no# 1,Reference no# 1,Reference 1,Link to reference 1,Old Reference no# 2,Reference no# 2,Reference 2,Link to reference 2,Old Reference no# 3,Reference no# 3,Reference 3,Link to reference 3,SurveyId,Survey status
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Non-pregnant women (NPW),Female,Year,15,49,408,,,,,,,,,<18 nmol/L,38.3,<25 nmol/L,41.1,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Non-pregnant women (NPW),Female,Year,20,29,108,,,,,,,,,<18 nmol/L,19.1,,,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Non-pregnant women (NPW),Female,Year,30,39,91,,,,,,,,,<18 nmol/L,31.3,,,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Non-pregnant women (NPW),Female,Year,40,49,41,,,,,,,,,<18 nmol/L,33.3,,,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Preschool-age children,All,Month,6,11,33,,,,,,,,,,,<25 nmol/L,45.5,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Preschool-age children,All,Month,6,59,388,,,,,,,,,,,<25 nmol/L,41,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Preschool-age children,All,Month,12,23,88,,,,,,,,,,,<25 nmol/L,40.9,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Preschool-age children,All,Month,24,35,86,,,,,,,,,,,<25 nmol/L,33.7,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Preschool-age children,All,Month,36,47,85,,,,,,,,,,,<25 nmol/L,42.4,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2004,5,2004,6,2004,Preschool-age children,All,Month,48,59,96,,,,,,,,,,,<25 nmol/L,44.8,Venipuncture,Blood serum,Not known,Other,,Serum 25-OH-D assessed using ferment immune method microboard. Survey conducted in Spring/Summer.,"Survey representing four geographical regions, as well as both urban and rural children and women. 60 clusters were randomly selected from a total of 342 clusters using the 2002 population census. This clusters represented 20 aimags outside Ulaambaatar City and eight districts within Ulaanbaatar City,",Summer,5655,338,"Nutrition Research Center (NRC), UNICEF, Mongolia Ministry of Health. Nutritional status of Mongolian children and women. Third National Nutrition Survey report. Ulaanbaatar:  Ministry of Health; 2006.",http://moh.mn/moh%20db/healthreports.nsf/32fe9f3e7452a6f3c8256d1b0013e24e/e03e77e7bb1f0491c825722e00132164/$FILE/Final%20english%20version%20of%20Mongolian%20NNS3%20report.pdf,,,,,,,,,10299,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Non-pregnant women (NPW),Female,Year,15,19,113,,,,,,,,,<18 nmol/L,36.6,18-23 nmol/L,24.5,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Non-pregnant women (NPW),Female,Year,15,49,867,,,,,,,,,<18 nmol/L,30,18-23 nmol/L,22.2,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Non-pregnant women (NPW),Female,Year,20,29,270,,,,,,,,,<18 nmol/L,36,18-23 nmol/L,17.8,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Non-pregnant women (NPW),Female,Year,30,39,282,,,,,,,,,<18 nmol/L,22.2,18-23 nmol/L,25.6,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Non-pregnant women (NPW),Female,Year,40,49,202,,,,,,,,,<18 nmol/L,29.2,18-23 nmol/L,22.5,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Preschool-age children,All,Month,6,11,71,,,,,,,,,<18 nmol/L,11.3,18-23 nmol/L,11.6,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",Sample size estimated from number affected and prevalence,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
25-Hydroxyvitamin D,MNG,Mongolia,national,,both urban and rural,2010,7,2010,9,2010,Preschool-age children,All,Month,6,59,524,,,,,,,,,<18 nmol/L,21.8,18-23 nmol/L,20.6,Venipuncture,Blood serum,Not known,"Enzyme-linked immunoassay (EIA, ELISA)",,25-OH-D assessed by double-antibody sandwich ELISA using Immuno Mini NJ-2300 microplate reader at 450 nm. Measured in children 6-59 mo and WRA.,"Nationwide survey in 4 economic regions of the country and Ulaanbaatar city. Survey conducted during the warm season only. Sampling based on local population registry; thus, limiting the opportunity for unregistered households to participate.",Summer,,71,"Nutrition status of Mongolian population. Fourth National Nutrition Survey report. Ulaanbaatar: Public Health Institute, Nutrition Research Centre; 2011.",,,,,,,,,,10061,verified
